,公告内容
81,"嘉荫县教育局采编仪项目采购成交公告2018年01月09日11:21来源：【打印】公告概要：公告信息：采购项目名称嘉荫县教育局采编仪项目采购品目货物/通用设备/计算机设备及软件/计算机网络设备/其他网络设备,货物/通用设备/计算机设备及软件/计算机设备/其他计算机设备采购单位嘉荫县教育局行政区域黑龙江省公告时间2018年01月09日11:21本项目招标公告日期2018年01月02日成交日期2018年01月09日谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单刘艳梅、白建、张国民总成交金额￥25.06万元（人民币）联系人及联系方式：项目联系人王经理项目联系电话0451—82370318采购单位嘉荫县教育局采购单位地址嘉荫县采购单位联系方式张先生0458-2689290代理机构名称黑龙江省汇招企业管理有限公司代理机构地址黑龙江省哈尔滨市南岗区衡山路58号代理机构联系方式王经理0451—82370318附件：附件1附件.doc　　黑龙江省汇招企业管理有限公司受嘉荫县教育局的委托，就嘉荫县教育局采编仪项目采购项目（项目编号：HZ2018HW001）组织采购，评标工作已经结束，成交结果如下： 一、项目信息项目编号：HZ2018HW001项目名称：嘉荫县教育局采编仪项目采购项目联系人：王经理联系方式：0451—82370318 二、采购单位信息采购单位名称：嘉荫县教育局采购单位地址：嘉荫县采购单位联系方式：张先生0458-2689290 三、采购代理机构信息采购代理机构全称：黑龙江省汇招企业管理有限公司采购代理机构地址：黑龙江省哈尔滨市南岗区衡山路58号采购代理机构联系方式：王经理0451—82370318 四、成交信息招标文件编号：HZ2018HW001本项目招标公告日期：2018年01月02日成交日期：2018年01月09日总成交金额：25.06万元（人民币）成交供应商名称、地址及成交金额：序号 成交供应商名称  成交供应商联系地址 成交金额 (万元)1北京仲鼎华圣科技有限公司  北京市昌平区回龙观镇黄土东村南47号 25.060000谈判小组、询价小组、磋商小组成员名单及单一来源采购人员名单：刘艳梅、白建、张国民 五、项目用途、简要技术要求及合同履行日期：详见附件 六、成交标的名称、规格型号、数量、单价、服务要求：货物名称：智慧恒迪S2000数量：14台单价：17900元 七、其它补充事宜无"
82,"黑龙江省交通信息中心黑龙江省交通信息通信中心_数据与应用集成服务平台采购及服务成交公告2018年01月09日16:03来源：【打印】公告概要：公告信息：采购项目名称黑龙江省交通信息通信中心_数据与应用集成服务平台采购及服务品目货物/通用设备/计算机设备及软件/计算机软件/基础软件/中间件采购单位黑龙江省交通信息中心行政区域黑龙江省公告时间2018年01月09日16:03本项目招标公告日期2018年01月02日成交日期2018年01月09日谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单哈尔滨市第三中学孙然、哈尔滨市道里区人力资源和社会保障局王莹、哈尔滨住房公积金管理中心杨新禹、哈尔滨学院经济管理学院于强、黑龙江省交通运输厅王东利总成交金额￥525万元（人民币）联系人及联系方式：项目联系人张红叶项目联系电话0451-51937111采购单位黑龙江省交通信息中心采购单位地址哈尔滨市南岗区哈平路199号采购单位联系方式葛迪、0451-87503335代理机构名称中经国际招标集团有限公司代理机构地址哈尔滨市南岗区嵩山路15号5楼代理机构联系方式张红叶、0451-51937111　　中经国际招标集团有限公司受黑龙江省交通信息中心的委托，就黑龙江省交通信息通信中心_数据与应用集成服务平台采购及服务项目（项目编号：SC[2017]5439）组织采购，评标工作已经结束，成交结果如下： 一、项目信息项目编号：SC[2017]5439项目名称：黑龙江省交通信息通信中心_数据与应用集成服务平台采购及服务项目联系人：张红叶联系方式：0451-51937111 二、采购单位信息采购单位名称：黑龙江省交通信息中心采购单位地址：哈尔滨市南岗区哈平路199号采购单位联系方式：葛迪、0451-87503335 三、采购代理机构信息采购代理机构全称：中经国际招标集团有限公司采购代理机构地址：哈尔滨市南岗区嵩山路15号5楼采购代理机构联系方式：张红叶、0451-51937111 四、成交信息招标文件编号：SC[2017]5439本项目招标公告日期：2018年01月02日成交日期：2018年01月09日总成交金额：525.0万元（人民币）成交供应商名称、地址及成交金额：        中标供应商：东华软件股份公司地     址：北京市海淀区紫金数码园3号楼15层1501中标金额：￥5,250,000.00元谈判小组、询价小组、磋商小组成员名单及单一来源采购人员名单：哈尔滨市第三中学孙然、哈尔滨市道里区人力资源和社会保障局王莹、哈尔滨住房公积金管理中心杨新禹、哈尔滨学院经济管理学院于强、黑龙江省交通运输厅王东利 五、项目用途、简要技术要求及合同履行日期：（详见投标文件） 六、成交标的名称、规格型号、数量、单价、服务要求：数据与应用集成服务平台（详见投标文件） 七、其它补充事宜一、项目名称：黑龙江省交通信息通信中心_数据与应用集成服务平台采购及服务二、项目编号：SC[2017]5439三、招标公告日期：2018年01月02日至2018年01月08日四、开标及定标日期：2018年01月09日五：招标范围：数据与应用集成服务平台六：项目用途、简要技术要求及合同履行日期项目用途：详见投标文件简要技术要求：详见投标文件合同履行日期：2018年01月12日"
83,福建省住建厅网络运行维护服务成交公告2018年01月09日11:55来源：【打印】公告概要：公告信息：采购项目名称福建省住建厅网络运行维护服务品目服务/信息技术服务/运行维护服务/其他运行维护服务采购单位福建省建设信息中心行政区域福建省公告时间2018年01月09日11:55本项目招标公告日期2017年12月26日成交日期2018年01月08日谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单张秀娟、吴新颖、马腾(采购人代表)总成交金额￥19万元（人民币）联系人及联系方式：项目联系人张秀鸿项目联系电话0591-83393306/83393307采购单位福建省建设信息中心采购单位地址福州市北大路242号采购单位联系方式黄秀云/0591-87520952代理机构名称福建国诚招标有限公司代理机构地址福州市鼓楼区古田路中美大厦二十四层代理机构联系方式张秀鸿/0591-83393306、83393307附件：附件1招标文件.docx　　福建国诚招标有限公司受福建省建设信息中心的委托，就福建省住建厅网络运行维护服务项目（项目编号：[3500]FJGC[CS]2017140）组织采购，评标工作已经结束，成交结果如下： 一、项目信息项目编号：[3500]FJGC[CS]2017140项目名称：福建省住建厅网络运行维护服务项目联系人：张秀鸿联系方式：0591-83393306/83393307 二、采购单位信息采购单位名称：福建省建设信息中心采购单位地址：福州市北大路242号采购单位联系方式：黄秀云/0591-87520952 三、采购代理机构信息采购代理机构全称：福建国诚招标有限公司采购代理机构地址：福州市鼓楼区古田路中美大厦二十四层采购代理机构联系方式：张秀鸿/0591-83393306、83393307 四、成交信息招标文件编号：[3500]FJGC[CS]2017140本项目招标公告日期：2017年12月26日成交日期：2018年01月08日总成交金额：19.0万元（人民币）成交供应商名称、地址及成交金额：序号成交人名称成交人联系地址成交金额(万元)1长威信息科技发展股份有限公司湖滨路66号中福西湖花园北福楼5层19谈判小组、询价小组、磋商小组成员名单及单一来源采购人员名单：张秀娟、吴新颖、马腾(采购人代表) 五、项目用途、简要技术要求及合同履行日期：1、项目用途：运行维护2、简要技术要求：服务期内，报价成交人需派1名经验丰富的工程师驻点至福建省住房和城乡建设厅，驻点工程师工作由省建设信息中心安排，主要进行办公网络管理、计算机终端维护、办公电话维护、会议保障等服务，同时为项目提供二线技术支持。(详见竞争性磋商文件第三章采购内容及要求)3、合同履行日期：合同签订后(10)天内交货。 六、成交标的名称、规格型号、数量、单价、服务要求：包号1-1，成交标的名称其他运行维护服务，规格型号办公网络管理、计算机终端维护、办公电话维护、会议保障等服务，数量1项，单价(万元)19。服务要求：长威信息科技发展股份有限公司按磋商文件的要求提供网络运行维护服务，网络运行维护服务提供12个月的服务期。服务期自合同签订之日起计算。服务期内，按合同条款提供免费服务，非因操作不当造成要更换的零配件由长威信息科技发展股份有限公司负责包修、包换。长威信息科技发展股份有限公司在维保服务期内提供免费上门维修服务，提供7*24小时响应，接到故障报修电话后1小时内响应，24小时内到达现场进行维修。 七、其它补充事宜1、资格性及符合性审查情况：经磋商小组评议，各报价供应商的资格性和响应文件符合性审查均符合磋商文件要求。2、政府采购政策性功能的情况：无。3、公告期限为本公告之日起1个工作日。 4、备案编号：K-K-JSXXZX-JC-201712-B3362-IDN。5、成交日期：2018年01月08日(项目编号：[3500]FJGC[CS]2017140)                                    福建国诚招标有限公司
84,贺州市公共资源交易中心关于贺州市体育局正版软件（操作系统、办公软件）采购(第三次）（HZZFCG2017H420）成交结果公告2018年01月10日10:57来源：【打印】公告概要：公告信息：采购项目名称贺州市公共资源交易中心关于贺州市体育局正版软件（操作系统、办公软件）采购(第三次）（HZZFCG2017H420）成交结果公告品目货物/通用设备/计算机设备及软件/其他计算机设备及软件采购单位贺州市体育局行政区域贺州市公告时间2018年01月10日10:57本项目招标公告日期2018年01月04日成交日期2018年01月10日谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单李维波、李明衡、吴明桂总成交金额￥4.24万元（人民币）联系人及联系方式：项目联系人王乐靖项目联系电话0774-5137828采购单位贺州市体育局采购单位地址广西贺州大道1号市委大院内采购单位联系方式吴明桂，0774-5220609代理机构名称贺州市公共资源交易中心代理机构地址广西贺州市鞍山西路83-1号（城投集团）五楼采购部代理机构联系方式项目联系人：王乐靖联系电话:0774-5137828附件：附件1公告1.doc附件220180103贺州市体育局正版软件（操作系统、办公软件）采购.doc　　贺州市公共资源交易中心受贺州市体育局的委托，就贺州市公共资源交易中心关于贺州市体育局正版软件（操作系统、办公软件）采购(第三次）（HZZFCG2017H420）成交结果公告项目（项目编号：HZZFCG2017H420）组织采购，评标工作已经结束，成交结果如下： 一、项目信息项目编号：HZZFCG2017H420项目名称：贺州市公共资源交易中心关于贺州市体育局正版软件（操作系统、办公软件）采购(第三次）（HZZFCG2017H420）成交结果公告项目联系人：王乐靖联系方式：0774-5137828 二、采购单位信息采购单位名称：贺州市体育局采购单位地址：广西贺州大道1号市委大院内采购单位联系方式：吴明桂，0774-5220609 三、采购代理机构信息采购代理机构全称：贺州市公共资源交易中心采购代理机构地址：广西贺州市鞍山西路83-1号（城投集团）五楼采购部采购代理机构联系方式：项目联系人：王乐靖联系电话:0774-5137828 四、成交信息招标文件编号：HZZFCG2017H420本项目招标公告日期：2018年01月04日成交日期：2018年01月10日总成交金额：4.24万元（人民币）成交供应商名称、地址及成交金额： 1.成交供应商名称：广西双祺科技工程有限公司   2.成交供应商地址：贺州市八步区太白社区太兴街118号 3.成交金额：肆万贰仟肆佰元整(￥42400.00元)4、成交标的及单价：操作系统：微软Windows7专业版16套 1760元/套办公软件：金山WPS2016专业版16套  890元/套谈判小组、询价小组、磋商小组成员名单及单一来源采购人员名单：李维波、李明衡、吴明桂 五、项目用途、简要技术要求及合同履行日期：操作系统、办公软件一批  六、成交标的名称、规格型号、数量、单价、服务要求： 1.成交供应商名称：广西双祺科技工程有限公司   2.成交供应商地址：贺州市八步区太白社区太兴街118号 3.成交金额：肆万贰仟肆佰元整(￥42400.00元)4、成交标的及单价：操作系统：微软Windows7专业版16套 1760元/套办公软件：金山WPS2016专业版16套  890元/套 七、其它补充事宜
85,贺州市公共资源交易中心关于贺州市市政管理局正版软件（操作系统、办公软件）采购项目（HZZFCG2017H508）成交结果公告成交公告2018年01月10日08:56来源：【打印】公告概要：公告信息：采购项目名称贺州市公共资源交易中心关于贺州市市政管理局正版软件（操作系统、办公软件）采购项目（HZZFCG2017H508）成交结果公告品目货物/通用设备/计算机设备及软件/计算机软件/基础软件/其他基础软件采购单位贺州市市政管理局行政区域市辖区公告时间2018年01月10日08:56本项目招标公告日期2018年01月03日成交日期2018年01月09日谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单询价小组成员名单：钟少红、李维波、李琨总成交金额￥4.717万元（人民币）联系人及联系方式：项目联系人李文坚项目联系电话0774-5137827采购单位贺州市市政管理局采购单位地址贺州市采购单位联系方式黄烈，13324800183代理机构名称贺州市公共资源交易中心代理机构地址贺州市鞍山西路83-1号（城投集团）五楼代理机构联系方式李文坚，0774-5137827附件：附件1贺州市市政管理局正版软件（操作系统、办公软件）采购文件定稿.doc　　贺州市公共资源交易中心受贺州市市政管理局的委托，就贺州市公共资源交易中心关于贺州市市政管理局正版软件（操作系统、办公软件）采购项目（HZZFCG2017H508）成交结果公告项目（项目编号：HZZFCG2017H508）组织采购，评标工作已经结束，成交结果如下： 一、项目信息项目编号：HZZFCG2017H508项目名称：贺州市公共资源交易中心关于贺州市市政管理局正版软件（操作系统、办公软件）采购项目（HZZFCG2017H508）成交结果公告项目联系人：李文坚联系方式：0774-5137827 二、采购单位信息采购单位名称：贺州市市政管理局采购单位地址：贺州市采购单位联系方式：黄烈，13324800183 三、采购代理机构信息采购代理机构全称：贺州市公共资源交易中心采购代理机构地址：贺州市鞍山西路83-1号（城投集团）五楼采购代理机构联系方式：李文坚，0774-5137827 四、成交信息招标文件编号：HZZFCG2017H508本项目招标公告日期：2018年01月03日成交日期：2018年01月09日总成交金额：4.717万元（人民币）成交供应商名称、地址及成交金额：1、成交供应商名称：广西双祺科技工程有限公司2、成交供应商地址：贺州市八步区太白社区太兴街118号3、成交金额：肆万柒仟壹佰柒拾元整（￥47170.00）谈判小组、询价小组、磋商小组成员名单及单一来源采购人员名单：询价小组成员名单：钟少红、李维波、李琨 五、项目用途、简要技术要求及合同履行日期：贺州市公共资源交易中心受贺州市市政管理局委托，根据《中华人民共和国政府采购法》等有关规定，于2018年1月9日就贺州市市政管理局正版软件（操作系统、办公软件）采购项目采用询价方式进行采购，现就本次询价的成交结果公告如下：一、采购项目名称及编号：贺州市市政管理局正版软件（操作系统、办公软件）采购项目（HZZFCG2017H508）二、采购项目简要说明：数量及简要技术要求：正版软件采购，其余详见询价文件。交付使用时间：签订合同之日起5天内。三、公告媒体及日期：中国政府采购网(www.ccgp.gov.cn)、广西壮族自治区政府采购网(www.gxcz.gov.cn)、贺州市公共资源交易中心网（http://www.hzzfcg.com/v.1/）2018年1月3日四、询价日期：2018年1月9日评审地点：贺州市公共资源交易中心交易部询价小组成员名单：钟少红、李维波、李琨五、成交信息：1、成交供应商名称：广西双祺科技工程有限公司2、成交供应商地址：贺州市八步区太白社区太兴街118号3、成交金额：肆万柒仟壹佰柒拾元整（￥47170.00）4、主要成交标的的名称、规格型号、数量、单价、服务要求序号产品名称品牌型号数量单价（元）1操作系统微软Windows764/32位专业版131780.002文字处理软件金山WPS2016专业版27890.00总价：肆万柒仟壹佰柒拾元整（￥47170.00） 六、联系事项1、采购人名称：贺州市市政管理局地址：贺州市联系人及电话：黄烈，133248001832、集中采购机构名称：贺州市公共资源交易中心地址：贺州市鞍山西路83-1号（城投集团）五楼联系人及电话：李文坚，0774-51378273、监督部门：贺州市政府采购管理办公室联系电话：0774-5135553七、成交结果公告期限：自成交结果公告发布之日起一个工作日。供应商认为成交结果使自己的权益受到损害的，可以在成交结果公告期限届满之日起七个工作日内以书面形式向采购人贺州市市政管理局或受托代理机构贺州市公共资源交易中心提出质疑，逾期将不再受理。  贺州市公共资源交易中心2018年1月9日 六、成交标的名称、规格型号、数量、单价、服务要求：见公告 七、其它补充事宜无
86,"两当县旅游局两当县无线城市WiFi项目成交公告2018年01月10日16:15来源：【打印】公告概要：公告信息：采购项目名称两当县无线城市WiFi项目品目服务/电信和其他信息传输服务/互联网信息服务采购单位两当县旅游局行政区域两当县公告时间2018年01月10日16:15本项目招标公告日期2017年12月28日成交日期2018年01月09日谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单马耀,徐静婧,王晓忠总成交金额￥0万元（人民币）联系人及联系方式：项目联系人王晓忠项目联系电话13830912915采购单位两当县旅游局采购单位地址两当县城关镇县直机关业务楼8楼采购单位联系方式13993982071代理机构名称甘肃昊智工程咨询有限公司代理机构地址兰州市城关区泰生大厦A座902代理机构联系方式0939-8599434附件：附件1单一来源招标文件.doc两当县无线城市WiFi项目单一来源成交公告    甘肃昊智工程咨询有限公司受两当县旅游局的委托，对两当县无线城市WiFi项目以单一来源形式进行采购，单一来源小组于2018年1月9日确定成交供应商。现将成交结果公布如下：1、采购文件编号：LJZC2017-7092、成交结果内容及数量：序号货物品牌及型号制造商单位数量单价金额备注1RG-AP630室外增强型锐捷套1543480.00535920.00包含一年设备服务费3、成交日期：2018年1月9日4、采购公告发布日期：2017年12月28日5、成交供应商名称及成交金额：甘肃万维信息技术有限责任公司预算资金：55.44万元成交金额:53.5920万元  大写：伍拾叁万伍仟玖佰贰拾元整联系人：申洪玮       联系电话：18009398286   地址：甘肃省陇南市武都区建设路油橄榄基地对面电信大楼6、采购小组成员名单：马耀、徐静婧、王晓忠7、联系方式：采购人：两当县旅游局联系人：王晓忠   联系电话：13830912915 监督单位：两当县财政局政府采购监督管理科联系电话：0939-7121451 招标代理机构：甘肃昊智工程咨询有限公司 地址：陇南市武都区油橄榄办家属楼3单元331# 联系人：许鹏飞联系电话：0939-8599434  甘肃昊智工程咨询有限公司 2018年1 月10日"
87,珠江源高原体育度假区服务中心多媒体项目采购公开招标中标结果公告2018年01月10日16:02来源：【打印】公告概要：公告信息：采购项目名称珠江源高原体育度假区服务中心多媒体项目采购品目货物/通用设备/通信设备/传真及数据数字通信设备/数据、多媒体通信终端设备采购单位曲靖市沾益区旅游局行政区域曲靖市公告时间2018年01月10日16:02本项目招标公告日期2017年10月16日成交日期2017年11月13日谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单姜德红、韩维华、郭鹏磊总成交金额￥208.87万元（人民币）联系人及联系方式：项目联系人郑胜豪项目联系电话18608891343采购单位曲靖市沾益区旅游局采购单位地址曲靖市沾益区旅游局采购单位联系方式18608831343代理机构名称云南博皓天信招标咨询有限公司代理机构地址云南博皓天信招标咨询有限公司代理机构联系方式18608891343珠江源高原体育度假区服务中心多媒体项目采购公开招标中标结果公告 云南博皓天信招标咨询有限公司受曲靖市沾益区旅游局的委托，对珠江源高原体育度假区服务中心多媒体项目采购（博皓天信招标2017-136-2547）进行公开招标，现就本次招标的结果公告如下：项目名称珠江源高原体育度假区服务中心多媒体项目采购开标时间2017年11月13日下午15时00分开标地点沾益区公共资源交易中心开标厅拟中标侯选人第一中标候选人昆明埃舍尔科技有限公司第二中标候选人云南宇星丰科技有限公司第三中标候选人云南道兴科技有限公司拟中标人昆明埃舍尔科技有限公司投标报价2088700.00元交货期合同签订后30个日历天内质量承诺详见质量承诺书 采购人：曲靖市沾益区旅游局采购代理机构：云南博皓天信招标咨询有限公司   0874—3316466采购管理机构：沾益区财政局政府采购管理科相关投标单位对中标结果有异议的，可自本公告发布之日起1个工作日内向采购人或采购代理机构书面提出，逾期将不予受理。
88,平山县土地确权信息应用平台建设项目成交公告2018年01月10日09:09来源：【打印】公告概要：公告信息：采购项目名称平山县土地确权信息应用平台建设项目竞争性谈判公告品目服务/信息技术服务/其他信息技术服务采购单位平山县农业畜牧局行政区域平山县公告时间2018年01月10日09:09本项目招标公告日期2018年01月03日成交日期2018年01月09日谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单陈荣芹、王凤兰、樊冲（甲方代表）总成交金额￥52.585万元（人民币）联系人及联系方式：项目联系人贾凯项目联系电话13230153423采购单位平山县农业畜牧局采购单位地址平山县采购单位联系方式樊冲代理机构名称河北华业招标有限公司代理机构地址石家庄市红旗大街25号西清公寓6层代理机构联系方式贾凯　　河北华业招标有限公司受平山县农业畜牧局的委托，就平山县土地确权信息应用平台建设项目竞争性谈判公告项目（项目编号：HBHY(2017)-01-131）组织采购，评标工作已经结束，成交结果如下： 一、项目信息项目编号：HBHY(2017)-01-131项目名称：平山县土地确权信息应用平台建设项目竞争性谈判公告项目联系人：贾凯联系方式：13230153423 二、采购单位信息采购单位名称：平山县农业畜牧局采购单位地址：平山县采购单位联系方式：樊冲 三、采购代理机构信息采购代理机构全称：河北华业招标有限公司采购代理机构地址：石家庄市红旗大街25号西清公寓6层采购代理机构联系方式：贾凯 四、成交信息招标文件编号：HBHY(2017)-01-131本项目招标公告日期：2018年01月03日成交日期：2018年01月09日总成交金额：52.585万元（人民币）成交供应商名称、地址及成交金额：序号成交供应商名称成交供应商联系地址成交金额(万元)1河北信服科技有限公司石家庄市裕华区槐中路113号52.585000谈判小组、询价小组、磋商小组成员名单及单一来源采购人员名单：陈荣芹、王凤兰、樊冲（甲方代表） 五、项目用途、简要技术要求及合同履行日期：详见文件 六、成交标的名称、规格型号、数量、单价、服务要求：成交供应商名称：河北信服科技有限公司  七、其它补充事宜
89,"元江县公安局居民身份证24小时自助申领设备采购（二次）2018年01月10日11:27来源：【打印】公告概要：公告信息：采购项目名称元江县公安局居民身份证24小时自助申领设备采购（二次）品目货物/通用设备/办公设备/多功能一体机采购单位元江哈尼族彝族傣族自治县公安局行政区域玉溪市公告时间2018年01月10日11:27本项目招标公告日期2018年01月08日成交日期2018年01月09日谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单李迎锋、陈玉河、李鸿总成交金额￥487000万元（人民币）联系人及联系方式：项目联系人马俊聪项目联系电话0877-6011789采购单位元江哈尼族彝族傣族自治县公安局采购单位地址元江县澧江路48号采购单位联系方式0877-6011789代理机构名称云南建林工程建设招标造价咨询有限公司代理机构地址元江县金银路72号4楼检察院对面平安保险4楼代理机构联系方式18787721886元江县公安局居民身份证24小时自助申领设备采购（二次）成交结果公告云南建林工程建设招标造价咨询有限公司受元江哈尼族彝族傣族自治县公安局委托，根据《中华人民共和国政府采购法》、《中华人民共和国政府采购法实施条例》、《政府采购货物和服务招标投标管理办法（财政部87号令）》等有关法律法规的规定，于2018年1月9日就元江县公安局居民身份证24小时自助申领设备采购（二次）采用单一来源方式进行采购，现就本次谈判的谈判结果公告如下：一、项目名称：元江县公安局居民身份证24小时自助申领设备采购（二次）项目编号：云建招字[2017]第565号二、采购内容：居民身份证24小时自助申领设备采购。具体详见第六章“采购内容及技术要求”。三、公告媒体及日期：2018年1月8日云南建林建设招标咨询有限公司玉溪分公司在云南省公共资源交易电子服务系统、玉溪市公共资源交易电子服务系统发布单一来源采购邀请函。四、谈判日期：2018年1月9日谈判地点：元江县公共资源交易中心开标厅（元江县澧江路64号）谈判小组：李迎锋、陈玉河、李鸿五、成交信息成交供应商名称：云南科西科技发展有限公司成交供应商地址：昆明市新闻路新闻里2幢2单元402成交金额：人民币肆拾捌万柒仟元整（￥487,000.00）主要中标标的的名称、规格型号、数量、单价、交货期要求：产品名称规格型号数量（总数）中标单价（元）交货期居民身份证自助领证机KTH-LZ3(C10)1台128000.002018年1月30日前六、联系事项：采购人：元江哈尼族彝族傣族自治县公安局采购单位地址：元江县澧江路48号联系人：马俊聪         联系电话：0877-6011789采购代理机构：云南建林工程建设招标造价咨询有限公司元江办事处地址：元江县金银路72号4楼检察院对面平安保险4楼联系人：王梅      电话：18787721886        邮政编码：653300七、中标结果公告期限：中标公告期限为1个工作日。 元江哈尼族彝族傣族自治县公安局云南建林工程建设招标造价咨询有限公司2018年1月9日"
90,"榆树市财政局财政集中支付系统升级项目成交公告2018年01月10日14:43来源：【打印】公告概要：公告信息：采购项目名称榆树市财政局财政集中支付系统升级项目品目货物/通用设备/计算机设备及软件/其他计算机设备及软件,货物/通用设备/计算机设备及软件/计算机软件/其他计算机软件采购单位榆树市财政局行政区域吉林省公告时间2018年01月10日14:43本项目招标公告日期2018年12月26日成交日期2018年01月10日谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单李铄、孙成滨、冯岩总成交金额￥108万元（人民币）联系人及联系方式：项目联系人赵先生项目联系电话0431-83622706采购单位榆树市财政局采购单位地址0431-83622706采购单位联系方式赵云江代理机构名称吉林省龙泰工程咨询有限责任公司代理机构地址0431-88813189代理机构联系方式宋伟南　　吉林省龙泰工程咨询有限责任公司受榆树市财政局的委托，就榆树市财政局财政集中支付系统升级项目项目（项目编号：LTZB2017Y-23）组织采购，评标工作已经结束，成交结果如下： 一、项目信息项目编号：LTZB2017Y-23项目名称：榆树市财政局财政集中支付系统升级项目项目联系人：赵先生联系方式：0431-83622706 二、采购单位信息采购单位名称：榆树市财政局采购单位地址：0431-83622706采购单位联系方式：赵云江 三、采购代理机构信息采购代理机构全称：吉林省龙泰工程咨询有限责任公司采购代理机构地址：0431-88813189采购代理机构联系方式：宋伟南 四、成交信息招标文件编号：LTZB2017Y-23本项目招标公告日期：2018年12月26日成交日期：2018年01月10日总成交金额：108.0万元（人民币）成交供应商名称、地址及成交金额：序号成交供应商名称成交供应商联系地址成交金额(万元)1北京用友政务软件有限公司北京市海淀区北清路68号用友软件园108.000000谈判小组、询价小组、磋商小组成员名单及单一来源采购人员名单：李铄、孙成滨、冯岩 五、项目用途、简要技术要求及合同履行日期：-- 六、成交标的名称、规格型号、数量、单价、服务要求：对榆树市财政局国库集中支付系统各模块（部门预算系统、指标系统、国库集中支付系统、总会计系统、工资统发系统、公务卡系统、动态监控系统、横联系统、非税收入系统、OA办公化系统）90套件进行系统升级。 七、其它补充事宜--"
91,彝良县人民检察院办公设备采购项目（三次）成交结果公示2018年01月10日17:18来源：【打印】公告概要：公告信息：采购项目名称彝良县人民检察院办公设备采购项目（三次）品目货物/通用设备/计算机设备及软件/计算机设备/台式计算机采购单位彝良县人民检察院行政区域昭通市公告时间2018年01月10日17:18本项目招标公告日期2017年12月28日成交日期2018年01月10日谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单罗余洪、赵元洪、袁加宏总成交金额￥32.45万元（人民币）联系人及联系方式：项目联系人方工项目联系电话0870-5126103采购单位彝良县人民检察院采购单位地址彝良县将军路1号采购单位联系方式0870-5126103代理机构名称云南盛发工程建设招标造价咨询有限公司代理机构地址昭通市青年路291号305室代理机构联系方式13887111877彝良县人民检察院办公设备采购项目（三次）成交结果公示项目名称：彝良县人民检察院办公设备采购项目（三次）项目编号：云盛采字FC2017-041采购人：彝良县人民检察院采购人地址：彝良县将军路1号联系电话：0870-5126103采购代理机构：云南盛发工程建设招标造价咨询有限公司采购代理机构地址：昭通市青年路291号305室联系电话：13887111877响应文件递交时间：2018年1月10日15:00时止竞争性谈判会议地点：彝良县公共资源交易中心开标厅采购方式：竞争性谈判采购类型：货物采购内容：执法记录仪、计算机、打印机、数字相机、摄像机、多媒体投影仪等办公设备采购第一成交候选人：昭通市宏泰科技有限公司第二成交候选人：昭通市昭阳区泰宇科技有限公司第三成交候选人：昆明迪思软件有限公司拟成交人：昭通市宏泰科技有限公司拟成交人地址：昭通市昭阳区公园路（干休所一楼）采购预算：330000.00元成交价格：324500.00元谈判小组名单：罗余洪、赵元洪、袁加宏根据《中华人民共和国政府采购法》、《中华人民共和国政府采购法实施条例》、《政府采购货物和服务招标投标管理办法》（财政部令第87号）及相关法律、法规的规定，现将该项目成交结果予以公示，接受社会监督，供应商对成交结果有异议的，请在成交结果公示发布之日起1个工作日内，以书面的形式向采购人及相应部门提出。     采购人电话：0870-5126103；代理机构电话：0870-2123855；同时，报送彝良县公共资源交易中心，电话：0870-5120823。在此，谨对积极参与本次竞争性谈判的供应商表示衷心感谢！                                      云南盛发工程建设招标造价咨询有限公司                                                 2018年1月10日
